year	mon	day	time	lat	lon	dep	mag
2017	11	21	8:50:23	47.608	-70.151	10.3	1.9
2006	2	19	23:07:17	47.606	-70.389	16.3	1.9
2007	3	22	14:20:53	47.403	-70.091	10.6	1.9
2001	2	25	0:01:24	47.669	-69.802	11.3	1.9
2013	2	11	1:20:54	47.442	-70.045	11	1.9
2013	10	5	1:57:19	47.626	-69.82	11.7	1.9
2001	4	21	20:09:07	47.725	-69.921	19.5	1.9
2008	3	20	9:22:45	47.716	-69.872	16.2	1.9
2006	8	12	1:38:02	47.631	-70.152	14	1.9
2008	5	8	23:01:56	47.736	-69.912	21.5	1.9
2012	7	17	19:33:05	47.655	-70.134	12.9	1.9
2005	3	30	15:42:54	47.747	-69.736	13.2	1.9
2001	5	4	18:48:41	47.399	-70.422	5.8	1.9
2008	6	8	13:17:06	47.798	-69.857	21.2	1.9
2011	2	24	2:44:27	47.574	-69.916	13.3	1.9
2002	9	3	3:43:59	47.622	-70.209	16.8	1.9
2005	9	1	0:30:02	47.552	-69.965	11.2	1.9
2002	5	9	16:13:40	47.667	-69.966	13	1.9
2013	6	30	15:28:38	47.562	-70.396	8.9	1.9
2002	12	23	14:31:03	47.596	-69.945	11.4	1.9
2003	11	3	22:52:54	47.401	-70.482	5.5	1.9
2002	9	3	0:23:34	47.525	-70.061	8.5	1.9
2008	2	29	8:55:20	47.578	-70.277	4.1	1.9
2005	8	27	21:51:46	47.738	-69.726	13.6	1.9
2013	12	20	7:32:24	47.553	-69.993	10	1.9
2017	7	19	2:18:08	47.471	-70.098	18.5	1.8
2006	3	30	14:03:49	47.751	-70.144	9.3	1.8
2006	3	4	3:11:35	47.529	-70.415	9.6	1.8
2006	3	19	2:59:32	47.704	-69.882	10.1	1.8
2017	8	10	17:08:57	47.4	-70.185	15.8	1.8
2016	4	8	13:47:15	47.412	-70.388	14.5	1.8
2010	12	28	9:30:31	47.509	-70.28	14.9	1.8
2010	12	25	21:12:18	47.273	-70.447	7.6	1.8
2002	12	27	11:09:40	47.534	-70.363	5.6	1.8
2016	8	28	14:26:41	47.623	-70.33	17	1.8
2014	8	20	4:18:07	47.4	-70.407	18.2	1.8
2016	6	3	12:06:56	47.595	-70.23	6.2	1.8
2001	8	11	14:36:35	47.507	-70.038	11.9	1.8
2005	5	11	12:40:25	47.433	-70.038	22.4	1.8
2005	5	17	5:22:17	47.747	-69.718	13.1	1.8
2011	1	20	15:59:07	47.767	-69.939	26.4	1.8
2011	2	4	7:44:32	47.55	-69.969	16.5	1.8
2005	9	12	7:22:33	47.657	-69.991	8.6	1.8
2010	11	12	13:41:14	47.838	-69.995	20.1	1.8
2010	8	22	11:25:41	47.447	-70.347	6.3	1.8
2016	7	1	19:36:48	47.476	-69.979	12.9	1.8
2010	9	18	21:37:57	47.26	-70.32	10.6	1.8
2016	5	6	5:44:17	47.63	-69.963	17.3	1.8
2005	9	15	5:05:57	47.459	-70.034	10.6	1.8
2014	9	4	9:05:03	47.713	-70.207	11.9	1.8
2014	10	15	18:53:21	47.473	-69.956	10.3	1.8
2002	11	26	13:56:53	47.439	-70.395	7.4	1.8
2010	10	11	8:21:58	47.557	-70.3	9.7	1.8
2009	12	2	10:50:02	47.805	-70.13	19.9	1.8
2009	2	18	8:19:04	47.562	-70.216	16.5	1.8
2015	9	24	16:58:20	47.488	-70.299	13.2	1.8
2009	1	21	8:51:48	47.663	-70.162	11.7	1.8
2002	5	9	15:27:50	47.486	-70.083	15.6	1.8
2004	7	27	1:20:48	47.528	-70.212	14.3	1.8
2015	5	11	3:54:08	47.282	-70.358	6.2	1.8
2007	6	9	3:33:50	47.79	-69.861	23.7	1.8
2015	10	22	19:55:47	47.797	-69.821	21.5	1.8
2009	4	27	3:20:45	47.433	-70.334	11	1.8
2002	5	25	8:53:59	47.282	-70.406	7.7	1.8
2015	6	24	6:13:23	47.674	-70.11	9.3	1.8
2008	5	19	18:13:52	47.407	-70.327	12.4	1.8
2008	8	8	9:20:46	47.418	-70.44	4.7	1.8
2004	8	16	7:16:55	47.633	-70.11	10.7	1.8
2004	8	15	18:31:45	47.718	-69.976	20.2	1.8
2015	7	9	14:51:10	47.638	-69.844	11.8	1.8
2008	5	12	9:25:15	47.414	-70.357	9.4	1.8
2008	9	11	6:43:34	47.356	-70.261	16.2	1.8
2008	3	11	8:59:27	47.629	-70.114	12.3	1.8
2008	3	12	8:34:37	47.869	-69.862	24.5	1.8
2003	9	22	1:31:17	47.624	-70.024	25	1.8
2016	7	26	20:55:15	47.364	-70.441	11.8	1.8
2007	5	18	2:10:46	47.485	-70.135	14.4	1.8
2004	11	14	9:56:29	47.642	-69.908	9.3	1.8
2004	12	28	0:00:58	47.734	-69.931	24.2	1.8
2015	7	22	13:45:59	47.774	-70.133	16.9	1.8
2006	11	21	5:14:34	47.445	-70.284	18.1	1.8
2009	10	16	4:02:01	47.322	-70.501	11.1	1.8
2004	5	12	8:27:29	47.82	-69.815	24.2	1.8
2006	9	7	15:20:59	47.431	-70.16	8.7	1.8
2017	3	11	13:40:27	47.443	-70.07	6.2	1.8
2006	5	9	2:42:07	47.502	-70.137	14.9	1.8
2010	3	4	4:46:19	47.54	-69.98	16.4	1.8
2006	6	27	18:09:45	47.434	-70.432	4.8	1.8
2010	2	23	6:52:03	47.491	-70.1	14.2	1.8
2002	8	16	16:25:02	47.484	-69.967	7.6	1.8
2009	10	7	17:01:52	47.597	-69.891	14.8	1.8
2007	4	8	15:40:25	47.501	-70.071	12	1.8
2016	7	17	15:28:25	47.826	-69.794	21.5	1.8
2004	5	30	21:29:29	47.485	-70.04	12.3	1.8
2002	6	18	0:52:32	47.726	-70.037	4.9	1.8
2009	5	25	1:49:54	47.844	-70.243	14.6	1.8
2009	6	2	15:54:08	47.647	-69.981	23.5	1.8
2009	8	16	13:02:05	47.452	-70.095	12.5	1.8
2009	9	8	7:34:13	47.799	-69.672	16	1.8
2013	9	30	3:50:11	47.667	-69.979	23.4	1.8
2003	3	29	21:07:57	47.824	-69.803	21.7	1.8
2004	5	25	12:35:02	47.599	-70.065	25.8	1.8
2007	2	21	9:18:05	47.809	-69.821	23.6	1.8
2002	1	26	6:13:59	47.526	-70.185	15.4	1.8
2014	3	19	20:46:13	47.421	-70.381	10.2	1.8
2003	7	24	14:19:41	47.387	-70.13	15.2	1.8
2001	1	12	18:22:39	47.468	-70.055	6.4	1.8
2003	7	22	3:43:34	47.426	-70.43	11.1	1.8
2014	2	16	8:20:15	47.787	-70.048	4.8	1.8
2012	7	9	23:34:04	47.524	-70.138	17.3	1.8
2011	7	29	14:18:01	47.584	-69.916	13	1.8
2000	12	19	17:33:11	47.489	-70.366	9.8	1.8
2003	12	8	0:33:55	47.24	-70.531	31.1	1.8
2013	6	21	23:42:23	47.401	-70.463	12.8	1.8
2014	2	28	21:00:10	47.435	-70.08	14.8	1.8
2011	11	16	23:31:34	47.819	-69.984	17	1.8
2011	12	8	7:04:56	47.609	-69.951	10.1	1.8
2013	5	21	7:38:24	47.562	-70.273	10.8	1.8
2011	11	16	21:12:00	47.386	-70.131	17.8	1.8
2013	1	2	21:42:02	47.516	-70.039	13.1	1.8
2012	11	9	6:18:10	47.667	-69.897	9.3	1.8
2013	4	21	5:43:21	47.443	-70.11	12.2	1.8
2011	6	29	14:14:32	47.56	-70.029	8.3	1.8
2012	1	2	21:12:05	47.554	-69.993	10.8	1.8
2003	10	24	3:02:19	47.695	-70.099	5.3	1.8
2004	3	29	2:12:26	47.703	-70.08	10.5	1.8
2011	10	9	13:57:01	47.441	-70.378	7.2	1.8
2013	4	27	1:21:39	47.443	-70.055	14.4	1.8
2011	10	7	20:35:15	47.695	-70.071	15	1.8
2011	6	15	11:04:10	47.454	-70.361	8.1	1.8
2012	1	31	7:21:44	47.52	-69.946	8.3	1.8
2014	6	20	8:40:33	47.789	-69.841	23.2	1.8
2003	7	30	18:20:22	47.555	-70.226	13.1	1.8
2001	5	27	15:03:35	47.492	-70.076	14.9	1.8
2012	7	16	16:01:00	47.393	-70.489	9.4	1.8
2003	7	1	8:33:35	47.426	-70.428	11.6	1.7
2004	5	10	10:48:56	47.434	-70.395	11.2	1.7
2002	7	25	15:49:52	47.599	-70.004	6.9	1.7
2003	4	4	21:50:53	47.777	-69.997	7	1.7
2006	3	14	10:13:43	47.741	-69.723	13.8	1.7
2001	6	20	14:13:06	47.559	-70.034	7.4	1.7
2001	12	7	6:44:55	47.573	-70.002	13.4	1.7
2008	7	20	18:59:54	47.522	-70.281	12.9	1.7
2016	10	31	5:30:30	47.587	-70.003	7.7	1.7
2012	8	2	21:23:21	47.506	-70.15	9.7	1.7
2008	5	22	16:30:05	47.438	-70.429	4.5	1.7
2002	7	11	12:47:11	47.802	-69.963	20.1	1.7
2006	1	18	19:13:25	47.413	-70.42	10.3	1.7
2017	4	11	21:54:07	47.583	-70.195	10.1	1.7
2012	11	23	9:17:11	47.413	-70.08	8.4	1.7
2001	11	3	14:46:32	47.419	-70.418	6	1.7
2001	11	16	7:29:52	47.794	-69.915	24.1	1.7
2011	8	22	7:37:32	47.64	-70.225	11.6	1.7
2016	8	10	13:25:06	47.543	-70.356	6.4	1.7
2008	7	2	16:39:20	47.608	-69.954	9.8	1.7
2011	9	21	20:23:59	47.728	-69.975	10.1	1.7
2015	3	18	0:50:25	47.563	-70.283	6.6	1.7
2015	2	6	8:44:06	47.232	-70.36	8.3	1.7
2008	6	19	9:00:10	47.464	-70.377	5.1	1.7
2001	12	5	4:57:56	47.57	-70.001	13.1	1.7
2017	7	5	15:44:05	47.716	-69.831	12.9	1.7
2003	7	8	23:40:30	47.469	-70.474	16.4	1.7
2009	1	26	15:42:33	47.609	-70.269	9.6	1.7
2002	8	29	14:07:39	47.805	-69.946	21.9	1.7
2013	12	23	12:30:15	47.735	-69.914	21.5	1.7
2006	9	20	4:23:43	47.503	-70.046	12.6	1.7
2006	9	24	15:34:05	47.703	-70.098	2.9	1.7
2011	12	11	19:30:22	47.624	-70.201	15.9	1.7
2013	1	10	17:04:12	47.51	-69.927	10.5	1.7
2009	1	20	6:59:41	47.435	-70.198	13.8	1.7
2004	2	8	5:21:05	47.456	-70.046	7.8	1.7
2001	5	24	23:46:54	47.515	-70.018	8.9	1.7
2002	2	19	3:18:14	47.494	-70.065	15.7	1.7
2003	11	15	5:36:32	47.34	-70.373	7.7	1.7
2013	2	9	17:29:18	47.634	-70.297	9.7	1.7
2013	2	5	6:29:21	47.411	-70.392	6.8	1.7
2006	9	14	9:37:08	47.695	-69.811	22.7	1.7
2015	4	28	2:02:10	47.85	-69.768	12.2	1.7
2009	4	29	3:25:54	47.78	-69.886	18.8	1.7
2009	5	24	3:47:19	47.642	-70.239	10.4	1.7
2002	2	22	12:51:12	47.592	-69.926	11.3	1.7
2011	12	27	17:39:09	47.41	-70.405	13.8	1.7
2004	7	11	13:13:08	47.491	-70.076	12.2	1.7
2006	7	4	22:38:16	47.5	-70.038	12.7	1.7
2002	8	14	16:09:03	47.752	-69.717	13.1	1.7
2002	10	13	21:32:56	47.457	-70.07	6.1	1.7
2006	11	29	12:41:54	47.501	-70.38	6.4	1.7
2015	12	23	3:54:46	47.395	-70.137	8.4	1.7
2003	8	2	8:08:41	47.42	-70.295	15.8	1.7
2013	3	14	3:42:12	47.788	-70.049	3.5	1.7
2004	2	13	6:15:28	47.753	-70.114	12.5	1.7
2009	11	9	18:14:21	47.415	-70.179	11.1	1.7
2009	9	22	9:20:42	47.563	-70.107	20.1	1.7
2017	6	11	22:11:14	47.654	-69.876	7.2	1.7
2008	12	24	7:52:29	47.591	-70.154	18.4	1.7
2012	2	22	18:31:49	47.45	-70.388	10.5	1.7
2011	12	5	5:09:32	47.402	-70.411	9	1.7
2009	7	23	12:25:34	47.518	-70.441	15	1.7
2008	12	15	20:31:39	47.707	-69.936	9.5	1.7
2015	4	16	18:52:48	47.441	-70.533	7.4	1.7
2008	11	14	19:54:44	47.662	-69.806	12.4	1.7
2016	12	18	17:01:59	47.62	-70.206	15.3	1.7
2001	11	6	20:09:37	47.812	-69.824	22	1.7
2010	7	27	0:32:50	47.455	-70.385	4.4	1.7
2014	1	23	4:21:12	47.822	-69.961	19.2	1.7
2012	8	22	5:17:46	47.467	-70.037	7.1	1.7
2005	6	17	14:34:41	47.62	-70.175	15.2	1.7
2013	8	9	13:37:04	47.814	-70.055	14.3	1.7
2013	11	3	20:15:46	47.492	-69.948	8.3	1.7
2012	9	23	18:13:50	47.682	-70.076	5.9	1.7
2005	7	28	21:58:20	47.495	-70.089	21.6	1.7
2004	3	8	0:59:41	47.537	-70.301	8.4	1.7
2002	12	7	15:21:37	47.61	-70.052	17.7	1.7
2010	8	31	6:08:46	47.728	-69.94	21.9	1.7
2010	11	25	8:16:58	47.43	-70.356	9.4	1.7
2001	8	20	7:16:48	47.433	-70.16	10.4	1.7
2003	9	2	20:55:08	47.479	-69.986	10.8	1.7
2011	7	18	8:22:22	47.378	-70.145	17.5	1.7
2005	5	25	0:07:50	47.862	-69.912	23.4	1.7
2015	10	15	4:17:45	47.389	-70.226	14.8	1.7
2013	5	23	3:43:17	47.785	-70.051	4.3	1.7
2002	11	24	8:41:53	47.59	-70.202	14.6	1.7
2007	12	24	6:07:25	47.542	-70.389	2.3	1.7
2005	9	26	9:44:34	47.732	-70.126	7.8	1.7
2016	6	18	4:17:37	47.754	-69.856	9.1	1.7
2010	10	21	1:48:50	47.784	-69.946	26.1	1.7
2005	9	7	18:05:19	47.269	-70.448	13.4	1.7
2002	6	1	4:16:54	47.758	-69.959	13.2	1.7
2005	3	6	8:32:18	47.751	-69.734	13.1	1.7
2013	6	8	6:26:54	47.757	-69.867	8.6	1.7
2014	10	30	22:52:38	47.72	-69.929	21.4	1.7
2005	9	25	0:12:17	47.375	-70.525	9.5	1.7
2017	1	30	16:50:32	47.44	-70.333	9.4	1.7
2004	10	6	17:13:13	47.628	-69.885	14.2	1.7
2002	11	11	13:25:45	47.732	-69.668	25.2	1.7
2010	10	4	10:47:54	47.537	-70.169	18.7	1.7
2002	12	14	1:29:58	47.306	-70.444	6.4	1.7
2011	6	12	17:32:49	47.608	-69.888	14.1	1.7
2013	10	20	11:59:53	47.503	-69.971	11.9	1.7
2014	10	31	16:32:56	47.593	-69.98	9.2	1.7
2003	1	22	13:57:58	47.606	-70.254	6	1.7
2012	8	19	6:35:19	47.474	-69.991	12	1.7
2011	4	8	4:50:38	47.516	-70.019	14.7	1.7
2004	8	28	20:00:46	47.744	-69.913	24	1.7
2017	1	2	8:49:33	47.698	-70.038	6.8	1.7
2001	4	18	4:52:21	47.477	-70.051	15.6	1.7
2011	8	2	11:41:28	47.491	-70.203	16.1	1.7
2007	8	25	2:49:39	47.584	-70.01	9.3	1.7
2005	3	21	9:13:41	47.305	-70.397	8	1.7
2010	7	25	13:40:03	47.707	-69.868	9.7	1.7
2016	10	23	8:07:38	47.597	-70.328	6.4	1.7
2005	3	28	15:08:32	47.6	-70.233	11.1	1.7
2007	4	12	4:46:37	47.443	-70.118	22.4	1.7
2006	1	12	7:33:33	47.396	-70.188	10.8	1.7
2004	10	26	22:18:10	47.332	-70.453	16.5	1.7
2001	10	29	21:38:37	47.678	-70.184	8.1	1.7
2012	8	15	16:59:24	47.474	-70.128	12.4	1.7
2010	5	7	17:59:58	47.675	-69.904	7.7	1.7
2004	10	17	19:43:34	47.742	-70.133	6.6	1.7
2014	12	28	1:59:05	47.594	-70.222	5.4	1.7
2007	4	29	8:47:41	47.715	-70.192	0	1.7
2008	3	1	14:06:32	47.596	-70.193	11	1.7
2004	3	2	10:35:20	47.692	-70.129	14.4	1.7
2010	7	20	23:17:42	47.698	-69.896	11	1.7
2011	2	25	19:40:50	47.482	-70.149	11	1.7
2013	11	14	0:09:55	47.52	-70.294	11.4	1.7
2014	12	4	5:12:45	47.398	-70.339	8.8	1.7
2001	3	29	8:17:58	47.473	-70.118	15.1	1.7
2007	9	28	11:08:46	47.554	-70.277	13.9	1.7
2005	5	7	19:55:54	47.751	-69.729	13.3	1.7
2017	4	14	4:40:40	47.783	-70.049	4.4	1.7
2001	7	6	15:22:03	47.4	-70.382	8.3	1.7
2007	10	15	6:42:07	47.509	-70.132	9.6	1.6
2013	1	20	16:15:14	47.539	-70.4	2.8	1.6
2007	8	17	15:33:09	47.516	-70.073	10.1	1.6
2004	7	6	17:59:49	47.497	-70.033	14.9	1.6
2003	9	1	1:34:30	47.498	-70.389	7.4	1.6
2008	12	14	15:49:14	47.639	-69.958	18.2	1.6
2006	9	14	1:45:48	47.692	-69.806	22.8	1.6
2003	6	1	1:40:00	47.371	-70.22	9.8	1.6
2008	12	25	1:21:36	47.538	-70.027	9.4	1.6
2009	3	3	21:25:24	47.686	-70.182	3	1.6
2007	10	24	1:22:18	47.862	-69.717	22.8	1.6
2009	3	7	18:30:23	47.533	-69.915	10.2	1.6
2012	9	7	11:55:43	47.481	-70.369	5.2	1.6
2007	9	25	16:41:17	47.423	-70.406	6	1.6
2003	8	25	23:51:39	47.382	-70.364	8	1.6
2007	9	15	10:17:08	47.848	-69.824	13	1.6
2016	9	13	23:09:20	47.412	-70.074	8	1.6
2007	11	23	13:45:25	47.479	-70.073	11.7	1.6
2007	9	25	16:16:45	47.461	-70.354	8.5	1.6
2016	7	22	0:03:36	47.678	-69.923	13.1	1.6
2015	12	26	3:06:16	47.45	-70.096	20.5	1.6
2016	7	13	21:41:59	47.527	-69.991	12	1.6
2008	6	11	4:25:40	47.529	-70.056	9.1	1.6
2016	11	4	3:41:59	47.566	-69.944	11.1	1.6
2014	2	8	7:20:41	47.387	-70.141	18.7	1.6
2003	5	21	20:16:37	47.471	-70.084	24.7	1.6
2007	2	27	13:03:09	47.361	-70.512	7.8	1.6
2008	6	30	15:31:49	47.434	-70.189	12.2	1.6
2003	8	20	2:15:22	47.315	-70.514	9.9	1.6
2008	2	28	0:01:43	47.52	-70.011	8.1	1.6
2001	4	27	23:33:01	47.492	-70.114	4.3	1.6
2015	8	14	9:39:24	47.518	-70.312	11	1.6
2007	3	29	13:18:12	47.802	-69.951	20.5	1.6
2003	9	4	11:40:04	47.348	-70.328	18.1	1.6
2008	4	9	7:25:31	47.484	-70.171	10.9	1.6
2004	11	18	3:07:11	47.537	-69.986	11	1.6
2012	12	8	1:39:45	47.343	-70.159	22.6	1.6
2001	5	29	6:18:40	47.309	-70.437	7.6	1.6
2012	11	18	20:24:15	47.643	-70.12	12.9	1.6
2003	5	10	2:33:06	47.843	-69.849	18	1.6
2004	1	9	10:51:51	47.622	-69.832	17.9	1.6
2016	1	6	15:13:00	47.399	-70.315	9	1.6
2016	11	19	23:19:29	47.563	-69.923	12.6	1.6
2017	10	6	7:04:07	47.544	-69.864	16.8	1.6
2006	11	15	21:42:05	47.325	-70.519	10.2	1.6
2013	1	1	22:10:45	47.604	-70.22	5.1	1.6
2004	11	12	19:25:04	47.314	-70.387	9.6	1.6
2001	3	23	11:18:27	47.68	-69.918	12.9	1.6
2002	5	10	19:54:53	47.366	-70.129	14.7	1.6
2008	8	16	7:05:07	47.612	-70.235	4.3	1.6
2007	5	13	21:19:38	47.509	-70.039	12.8	1.6
2012	5	16	16:33:05	47.6	-70.249	6.2	1.6
2017	5	12	17:14:59	47.346	-70.385	10.1	1.6
2007	5	14	6:47:31	47.688	-70.199	5.1	1.6
2004	11	13	4:44:43	47.719	-69.948	20.6	1.6
2008	9	3	0:53:04	47.421	-70.337	9.5	1.6
2001	4	1	4:19:56	47.607	-69.91	12.4	1.6
2008	1	15	20:03:19	47.514	-70.229	13.5	1.6
2003	11	19	9:02:35	47.518	-70.352	10.4	1.6
2008	8	28	5:23:21	47.738	-69.991	14.4	1.6
2006	6	19	18:06:43	47.612	-70.135	9.6	1.6
2005	10	8	20:41:01	47.428	-70.076	10.9	1.6
2001	10	8	0:14:44	47.808	-69.967	19.5	1.6
2010	8	13	17:58:40	47.568	-70.066	19.2	1.6
2015	2	10	4:29:07	47.622	-70.201	16.6	1.6
2005	2	4	21:06:30	47.509	-69.918	10.1	1.6
2003	2	22	20:11:36	47.546	-70.266	13.4	1.6
2005	2	1	6:09:28	47.463	-70.057	17.5	1.6
2005	2	1	7:23:25	47.405	-70.273	15.3	1.6
2006	3	18	18:18:56	47.395	-70.363	10	1.6
2005	9	29	7:26:36	47.801	-69.835	22.7	1.6
2003	10	19	17:27:14	47.623	-69.915	10.6	1.6
2002	1	12	3:39:56	47.45	-70.065	21.8	1.6
2006	4	20	21:44:51	47.456	-70.029	11	1.6
2017	11	11	5:25:17	47.458	-69.983	9.5	1.6
2010	9	22	4:31:06	47.731	-70.065	11.4	1.6
2006	4	9	13:49:39	47.306	-70.438	8.4	1.6
2011	10	9	2:47:25	47.599	-70.315	3.8	1.6
2009	12	12	2:42:45	47.417	-70.366	9.3	1.6
2013	5	29	12:35:04	47.57	-70.293	9.2	1.6
2006	4	2	10:10:40	47.592	-70.001	12	1.6
2005	2	22	13:46:31	47.8	-69.831	24.1	1.6
2009	11	25	15:37:00	47.44	-70.371	7.4	1.6
2012	1	16	10:41:20	47.741	-69.664	25.1	1.6
2017	2	22	7:01:55	47.517	-70.228	13.8	1.6
2001	11	3	11:45:44	47.413	-70.344	9.4	1.6
2011	8	14	2:45:41	47.47	-70.027	11.2	1.6
2010	5	5	15:38:21	47.539	-70.149	18	1.6
2004	4	30	15:39:44	47.276	-70.373	10.3	1.6
2010	5	17	15:40:56	47.605	-70.233	14	1.6
2005	12	30	11:23:13	47.629	-70.182	16	1.6
2017	7	20	23:19:23	47.418	-70.408	12.5	1.6
2001	7	1	10:35:32	47.634	-70.186	15.4	1.6
2006	1	6	4:51:58	47.612	-70.15	13.8	1.6
2001	10	27	15:49:29	47.605	-70.249	11.8	1.6
2010	4	30	19:54:58	47.738	-70.095	8.8	1.6
2003	1	22	21:59:33	47.525	-70.364	3.5	1.6
2003	7	13	20:41:23	47.49	-70.053	16	1.6
2006	2	6	2:19:02	47.318	-70.421	6.3	1.6
2005	2	18	4:32:56	47.364	-70.405	5.1	1.6
2006	1	19	15:40:03	47.574	-69.846	13.5	1.6
2004	2	29	7:03:42	47.623	-70.096	21.9	1.6
2013	4	27	2:19:18	47.76	-69.92	7.2	1.6
2015	1	7	9:46:28	47.614	-69.899	14	1.6
2011	8	15	3:59:07	47.554	-70.033	6.8	1.6
2010	4	20	23:26:14	47.392	-70.261	10.9	1.6
2006	4	2	19:05:54	47.531	-70.373	3	1.6
2009	7	6	11:21:15	47.553	-70.257	13.7	1.6
2006	7	16	20:22:48	47.412	-70.446	8.5	1.6
2013	2	12	22:33:07	47.495	-70.151	9.6	1.6
2003	11	11	10:56:04	47.49	-70.007	5.7	1.6
2016	3	5	7:45:24	47.387	-70.124	16.4	1.6
2013	2	15	6:04:28	47.533	-69.933	13.6	1.6
2002	9	29	4:19:06	47.411	-70.404	10.6	1.6
2014	4	29	13:34:30	47.372	-70.269	8.1	1.6
2009	7	27	12:19:37	47.514	-70.055	12.6	1.6
2011	1	11	3:22:31	47.528	-70.048	12.7	1.6
2006	7	28	20:12:23	47.549	-70.026	12.1	1.6
2014	4	3	22:10:55	47.594	-70.237	11.4	1.6
2002	9	7	11:59:50	47.435	-70.424	4.4	1.6
2015	5	9	1:12:01	47.482	-70.305	12.9	1.6
2013	9	29	22:49:42	47.565	-70.032	13.7	1.6
2001	8	6	11:58:03	47.461	-70.382	15.6	1.6
2005	4	19	9:06:25	47.604	-69.791	19.5	1.6
2009	5	15	16:39:56	47.528	-70.07	11.8	1.6
2003	1	5	3:31:41	47.413	-70.373	9.5	1.6
2004	6	15	11:49:34	47.435	-70.046	8.6	1.6
2013	2	12	20:42:58	47.759	-69.913	25.6	1.6
2006	7	31	14:54:41	47.51	-70.106	9.7	1.6
2002	2	8	22:21:29	47.496	-70.061	15.8	1.6
2009	10	4	15:28:35	47.509	-69.948	9.3	1.6
2004	4	10	0:52:06	47.51	-70.308	11.4	1.6
2016	3	23	0:37:48	47.493	-70.012	9.6	1.6
2017	6	30	20:12:39	47.425	-70.063	16.8	1.6
2005	6	18	5:50:53	47.438	-70.382	8.9	1.6
2011	11	16	8:32:56	47.644	-69.942	13.3	1.6
2010	12	8	2:32:49	47.45	-69.988	7.9	1.6
2005	8	16	13:28:34	47.404	-70.115	7.3	1.6
2016	5	16	14:11:16	47.478	-70.083	9.1	1.6
2014	4	23	5:24:06	47.439	-70.099	16.3	1.6
2015	10	28	2:12:47	47.667	-69.983	18.5	1.5
2003	10	14	12:22:06	47.631	-70.165	12.5	1.5
2005	9	8	21:19:27	47.466	-70.127	13.8	1.5
2002	6	16	22:11:36	47.62	-70.236	6.8	1.5
2013	5	1	4:35:26	47.412	-70.348	10.4	1.5
2005	4	1	7:34:52	47.603	-70.217	6.1	1.5
2005	12	11	21:45:48	47.36	-70.154	11.7	1.5
2005	3	6	15:23:56	47.754	-69.719	13.2	1.5
2003	1	4	8:21:12	47.423	-70.433	4.7	1.5
2005	3	22	6:46:15	47.484	-70.1	19.7	1.5
2013	5	5	1:15:37	47.663	-69.974	15.9	1.5
2002	12	30	2:59:06	47.528	-70.383	3.6	1.5
2013	9	30	11:09:57	47.411	-70.319	11	1.5
2016	9	29	3:01:39	47.478	-70.451	6.8	1.5
2005	5	31	16:55:36	47.441	-70.125	13.9	1.5
2005	3	8	5:05:49	47.745	-69.725	13.5	1.5
2016	7	1	0:46:56	47.526	-70.161	13.6	1.5
2015	10	11	17:06:56	47.376	-70.284	14.9	1.5
2000	12	6	9:17:54	47.531	-70.292	10.9	1.5
2012	11	3	3:42:44	47.545	-70.252	12.4	1.5
2007	8	15	18:02:29	47.303	-70.38	8.4	1.5
2017	11	4	17:50:51	47.311	-70.466	18.9	1.5
2005	10	29	14:45:09	47.368	-70.254	9.3	1.5
2016	6	15	6:40:20	47.592	-69.994	9.8	1.5
2007	6	11	0:49:35	47.657	-69.883	10	1.5
2013	10	2	12:21:53	47.529	-70.186	16.4	1.5
2003	9	3	7:44:21	47.563	-69.95	12.1	1.5
2005	6	7	6:32:22	47.489	-70.066	12.3	1.5
2013	5	15	20:55:18	47.378	-70.243	7.7	1.5
2016	5	7	21:29:49	47.525	-69.985	10.6	1.5
2013	5	13	18:01:18	47.368	-70.279	11.7	1.5
2006	2	7	17:43:05	47.494	-69.987	6.8	1.5
2013	2	20	17:14:56	47.429	-70.413	11.4	1.5
2006	6	5	2:01:57	47.451	-70.43	4	1.5
2012	12	29	0:09:07	47.434	-70.051	10.9	1.5
2006	6	17	12:02:01	47.601	-69.934	11	1.5
2016	3	22	13:45:11	47.379	-70.503	11	1.5
2006	5	27	22:36:59	47.64	-69.834	22	1.5
2006	5	6	14:40:08	47.516	-70.385	4.7	1.5
2013	2	24	1:54:28	47.584	-69.906	14.1	1.5
2006	5	22	20:20:24	47.723	-70.036	12.8	1.5
2002	10	8	12:40:30	47.453	-70.198	9.9	1.5
2006	6	17	23:27:04	47.498	-70.048	9.2	1.5
2016	3	13	4:53:09	47.414	-70.091	8.3	1.5
2006	8	9	18:40:33	47.487	-70.159	10.5	1.5
2003	11	11	20:03:08	47.516	-70.023	4	1.5
2002	9	6	3:04:57	47.549	-70.156	18.6	1.5
2013	1	27	1:50:17	47.44	-70.065	13.8	1.5
2006	9	12	20:57:55	47.418	-70.305	12.2	1.5
2006	7	30	15:20:35	47.634	-69.915	16.8	1.5
2006	7	30	3:27:21	47.598	-69.943	12.1	1.5
2003	3	1	15:24:47	47.684	-69.903	8.7	1.5
2016	3	1	5:27:56	47.663	-69.924	8.2	1.5
2002	8	27	19:36:55	47.581	-70.255	6.7	1.5
2006	7	25	3:18:40	47.75	-69.734	12.9	1.5
2013	12	28	17:22:41	47.516	-70.035	12.7	1.5
2006	12	17	9:52:11	47.663	-69.92	8.5	1.5
